popularity,budget,revenue,original_title,director,genres,production_companies,release_date,release_year
0.240375,0,0,Downloaded,Alex Winter,Documentary,VH1 Rock Docs,6/20/13,2013
0.238632,5000000,15179302,The Last Exorcism Part II,Ed Gass-Donnelly,Horror|Thriller,StudioCanal|CBS Films,2/28/13,2013
0.236956,0,228,InAPPropriate Comedy,Vince Offer,Comedy,,3/22/13,2013
0.234543,0,0,Dirty Wars,Rick Rowley,Documentary|Drama|War|Crime|Mystery,Civic Bakery|Big Noise Films,1/18/13,2013
0.231532,0,0,The Suspect,Stuart Connelly,Thriller,,10/16/13,2013
0.230595,6000000,1066471,What Maisie Knew,Scott McGehee|David Siegel,Drama,Image Entertainment|120dB Films|10th Hole Productions|Dreambridge Films|Red Crown Productions,5/2/13,2013
0.230594,0,0,Cottage Country,Peter Wellington,Action|Comedy|Crime|Romance,Whizbang Films,3/13/13,2013
0.70068,0,0,Teen Beach Movie,Jeffrey Hornaday,Family|Music|TV Movie,Disney Channel,7/19/13,2013
0.229656,35000000,27330000,Mandela: Long Walk to Freedom,Justin Chadwick,Drama|History,Distant Horizons|Film Afrika Worldwide|Videovision Entertainment|Pathe|Origin Pictures,12/6/13,2013
0.229398,0,0,Blue Caprice,Alexandre Moors,Crime|Drama|Mystery,Intrinsic Value Films,9/12/13,2013
0.229009,0,0,Louis C.K.: Oh My God,Louis C.K.,Comedy,Pig Newton,4/13/13,2013
0.228779,0,0,Vamp U,Matt Jespersen|Maclain Nelson,Action|Comedy|Horror,,3/5/13,2013
0.228336,1000000,0,Zombie Night,John Gulager,Horror,,10/8/13,2013
0.228099,0,0,The Hunters,Nisha Ganatra,Adventure,Content Media Corp.|Raindance Entertainment|Eh-Okay|Arc Entertainment,10/25/13,2013
0.227851,12000000,100129872,Philomena,Stephen Frears,Drama,BBC Films|The Weinstein Company|Baby Cow Productions|PathÃ©|Yucaipa Films,11/1/13,2013
0.226483,0,0,Madly Madagascar,David Soren,Animation|Comedy|Family,DreamWorks Animation,1/29/13,2013
0.151378,0,0,Bettie Page Reveals All,Mark Mori,Documentary,Single Spark Pictures|Music Box Films,11/22/13,2013
0.224882,0,0,Family Weekend,Benjamin Epps,Comedy|Drama,"Bedford Falls Company, The|Footprint Features",3/28/13,2013
0.224842,0,0,Return to Nim's Island,Brendan Maher,Family|Adventure,Universal Pictures Germany GmbH,3/15/13,2013
0.223863,0,0,Crazy Kind of Love,Sarah Siegel-Magness,Comedy|Drama|Romance,Lighthouse Home Entertainment,5/31/13,2013
0.222776,10,11,Hross Ã­ oss,Benedikt Erlingsson,Drama|Romance|Comedy,Filmhuset Gruppen|Leiknar Myndir,8/30/13,2013
0.222628,0,0,Sexy Evil Genius,Shawn Piller,Comedy|Drama|Mystery,Launchpad Productions|Piller / Segan / Shepherd|Sobini Films,4/9/13,2013
0.220882,0,0,Magic Magic,SebastiÃ¡n Silva,Thriller,Killer Films|Braven Films|Rip Cord Productions,7/26/13,2013
0.218887,725000,0,Prince Avalanche,David Gordon Green,Comedy|Drama,Muskat Filmed Properties|Dogfish Pictures,8/9/13,2013
0.357926,0,0,Louder Than Words,Anthony Fabian,Drama,Identity Films,10/11/13,2013
0.21824,0,0,Castello Cavalcanti,Wes Anderson,Comedy,The Directors Bureau|Hi! Production,11/14/13,2013
0.218097,0,0,The Crash Reel,Lucy Walker,Documentary,Tree Tree Tree Productions,6/10/13,2013
0.217353,0,0,The Unknown Known,Errol Morris,Documentary,,8/29/13,2013
0.457265,15000000,21766271,Diana,Oliver Hirschbiegel,Drama|Romance,Ecosse Films|Le Pacte|Scope Pictures|Film i VÃ¤st|Filmgate Films,9/19/13,2013
0.280992,0,0,Test,Chris Mason Johnson,Romance|Drama|Music,Gloss Studio|Serious Productions,6/29/13,2013
0.2162,0,35022,Touchy Feely,Lynn Shelton,Drama,Lynn Shelton,1/19/13,2013
0.215019,0,0,The Marine 3: Homefront,Scott Wiper,Action,WWE Studios,3/5/13,2013
0.213141,0,0,Forbidden Ground,Johan Earl|Adrian Powers,War|Action|Drama,24/7 Films|Armzfx|Scarlet Fire Films,8/16/13,2013
0.212741,0,0,Dear Dumb Diary,Kristin Hanggi,Family,Walden Media|Zucker Productions|Triple D Productions,9/6/13,2013
0.211825,5000000,0,Jinxed,,Family|Fantasy|Comedy,,11/29/13,2013
0.210901,4000000,0,Compulsion,Egidio Coccimiglio,Thriller|Drama,Entertainment One,6/21/13,2013
0.210806,0,0,The Saratov Approach,Garrett Batty,Action|Drama,Three Coin Productions|Saratov Films,10/9/13,2013
0.210766,0,0,Dark Touch,Marina de Van,Horror|Thriller,Eurimages|Ex Nihilo|Element Pictures|Bord Scannan na hEireann / Irish Film Board|Film i VÃ¤st,9/27/13,2013
0.210564,0,0,David Blaine: Real or Magic,Matthew Akers,Documentary,Radical Media,11/18/13,2013
0.206724,0,0,Tesis sobre un homicidio,HernÃ¡n Goldfrid,Mystery|Thriller|Crime,,1/17/13,2013
0.359611,0,0,Alan Partridge: Alpha Papa,Declan Lowney,Comedy,BBC Films|StudioCanal|Baby Cow Productions|British Film Institute (BFI)|Baby Cow Films,7/24/13,2013
0.205676,0,0,Grave Halloween,Steven R. Monroe,Horror,Syfy,10/12/13,2013
0.204989,0,0,The Den,Zachary Donohue,Horror|Thriller,Onset Films|Cliffbrook Films,12/12/13,2013
0.384555,7500000,1359910,Gimme Shelter,Ron Krauss,Drama,Day Twenty- Eight Films|Rishon Films,10/17/13,2013
0.202551,0,0,The Challenger,James Hawes,Drama,BBC|Science Channel,3/18/13,2013
0.245322,0,0,Drones,Rick Rosenthal,Thriller,Whitewater Films|Khaos Digital,10/18/13,2013
0.19911,50000,0,Jack the Giant Killer,Mark Atkins,Action|Fantasy,The Asylum,3/12/13,2013
0.199019,0,0,The Right Kind of Wrong,Jeremiah S. Chechik,Romance|Comedy,Serendipity Point Films|Nomadic Pictures,10/11/13,2013
0.198945,0,0,Particle Fever,Mark Levinson,Documentary,Anthos Media|Particle Fever,6/14/13,2013
0.198091,0,0,A Promise,Patrice Leconte,Drama|Romance,Wild Bunch|FidÃ©litÃ© Films|Scope Pictures|Orange CinÃ©ma SÃ©ries|Cofinova DÃ©veloppement 6,9/4/13,2013
0.197857,0,0,The Blue Umbrella,Saschka Unseld,Animation|Romance,Pixar Animation Studios,2/12/13,2013
0.379547,0,32846,A Field in England,Ben Wheatley,Drama|History|Thriller,Film4|Rook Films,7/5/13,2013
0.194655,0,0,Free Ride,Shana Betz,Action|Drama|Thriller,Aberration Films,10/10/13,2013
0.194328,0,0,Pete's Christmas,Nisha Ganatra,Fantasy|Family,Hallmark Entertainment,11/16/13,2013
0.168935,0,0,Phil Spector,David Mamet,TV Movie|Drama,HBO Films,3/24/13,2013
0.19301,0,0,Heatstroke,Evelyn Purcell,Thriller,Bold Films,12/19/13,2013
0.192757,0,0,Frankenstein's Army,Richard Raaphorst,Action|Horror,Dark Sky Films|XYZ Films|Pellicola,1/24/13,2013
0.192249,0,0,The Selfish Giant,Clio Barnard,Drama,British Film Institute (BFI)|Film4|Moonspun Films,5/16/13,2013
0.18767,0,0,ëª½íƒ€ì£¼,Jung Geun-sub,Thriller|Mystery|Crime,Miin Pictures,5/16/13,2013
0.187127,0,0,Proxy,Zack Parker,Drama|Horror|Thriller,FSC Productions|Along The Tracks,9/19/13,2013
0.248392,0,0,All Hallows' Eve,Damien Leone,Horror,Ruthless Pictures,10/29/13,2013
0.18384,1000000,0,AE: Apocalypse Earth,Thunder Levin,TV Movie|Science Fiction|Action,"Asylum, The",5/28/13,2013
0.182805,1800000,0,DrogÃ³wka,Wojciech Smarzowski,Drama|Crime,Canal+Polska|Agora Entertainment|Film It,1/31/13,2013
0.182166,135000,0,Hansel & Gretel,Anthony C. Ferrante,Horror,The Asylum,1/7/13,2013
0.18031,0,0,The Wee Man,Ray Burdis,Drama,,1/18/13,2013
0.17972,0,0,No Half Measures: Creating the Final Season of Breaking Bad,Stuart Richardson,Documentary,Sony Pictures Home Entertainment,11/26/13,2013
0.179649,0,0,ì§‘ìœ¼ë¡œ ê°€ëŠ” ê¸¸,Pang Eun-Jin,Drama,,12/11/13,2013
0.051172,0,0,Non-Stop,Richard Gabai,Drama|Mystery|Thriller,Check Entertainment,11/29/13,2013
0.27066,0,0,Ninja: Shadow of a Tear,Isaac Florentine,Action|Crime|Thriller,Millennium Films|Swingin' Productions,12/27/13,2013
0.065195,0,0,Hotel Inferno,Giulio De Santi,Crime|Horror|Action|Thriller,Necrostorm,12/26/13,2013
0.327935,4000000,0,The Hot Flashes,Susan Seidelman,Comedy,,7/12/13,2013
0.367908,18000000,10501938,Getaway,Courtney Solomon,Action|Crime,Dark Castle Entertainment|Signature Pictures|After Dark Films|Silver Reel|Saints LA,8/29/13,2013
0.175029,0,0,Blutgletscher,Marvin Kren,Horror,Allegro-Film|Filmfonds Wien|ORF Film/Fernseh-Abkommen,9/27/13,2013
0.173264,0,0,The Monkey's Paw,Brett Simmons,Horror|Thriller,Jay-X Entertainment|TMP Films,10/8/13,2013
0.172844,0,0,Still Life,Uberto Pasolini,Drama,Rai Cinema|Redwave Films|Embargo Films,11/28/13,2013
0.131381,0,0,Three Night Stand,Pat Kiely,Comedy|Drama,Vroom Productions|Banner House Productions,12/6/13,2013
0.171647,1052753,466088,On the Job,Erik Matti,Action|Crime,ABS-CBN Film Productions|Star Cinema Productions|XYZ Films|Reality Entertainment,5/23/13,2013
0.170939,8000000,0,Fright Night 2: New Blood,Eduardo RodrÃ­guez,Horror|Comedy,Gaeta / Rosenzweig Films,8/31/13,2013
0.114529,0,135039,Good Olâ€™ Freda,Ryan White,Documentary|History,,9/6/13,2013
0.169539,0,0,The Class of '92,Benjamin Turner|Gabe Turner,Documentary,,12/1/13,2013
0.039128,0,0,Against the Wild,Richard Boddington,Adventure|Family,Against the Wild Films,12/29/13,2013
0.168658,0,0,Wrong Cops,Quentin Dupieux,Comedy|Crime,CTB Film Company|Realitism Films|Rubber Films|Timwe,12/18/13,2013
0.168549,10000000,0,One Direction: This Is Us,Morgan Spurlock,Documentary|Music,Columbia Pictures|Sony Pictures,8/28/13,2013
0.16821,0,0,Phineas and Ferb: Mission Marvel,,Action|Adventure|Science Fiction,Disney Television Animation,8/16/13,2013
0.193823,0,0,Rushlights,Antoni Stutz,Crime|Drama|Romance,,6/21/13,2013
0.166867,0,0,Social Nightmare,Mark Quod,Drama|Mystery,The Asylum,8/31/13,2013
0.166086,0,4793,Gerontophilia,Bruce LaBruce,Romance|Comedy,New Real Films|1976 Productions,8/28/13,2013
0.165783,996519,0,Chce siÄ™ Å¼yÄ‡,Maciej Pieprzyca,Drama,MFA Filmdistribution|Polski Instytut Sztuki Filmowej|Silesia Film (coprodukcja)|Agencja Filmowa Telewizji Polskiej (coprodukcja),10/11/13,2013
0.165765,0,0,The Food Guide to Love,Dominic Harari|Teresa Pelegri,Romance|Comedy,Haut et Court|Parallel Film Productions|Fox International Productions (FIP),12/18/13,2013
0.164709,0,52164,The Missing Picture,Rithy Panh,Documentary,,5/18/13,2013
0.164484,0,0,Terms and Conditions May Apply,Cullen Hoback,Documentary,,7/12/13,2013
0.107333,0,0,Tropico,Anthony Mandler,Music|Drama|Fantasy|Romance,,12/5/13,2013
0.085656,0,0,Dear Mr. Watterson,Joel Allen Schroeder,Documentary,,11/15/13,2013
0.162886,89,0,Beneath,Ben Ketai,Horror,Revolver Picture Company|Elevative Entertainment,10/8/13,2013
0.161976,0,0,Chilling Visions: 5 Senses of Fear,Eric England|Nick Everhart|Emily Hagins|Jesse Holland|Miko Hughes|Andy Mitton,Horror,Chiller Films|Synthetic Cinema International,5/15/13,2013
0.35145,0,0,Crystal Fairy & the Magical Cactus,SebastiÃ¡n Silva,Comedy|Adventure,FÃ¡bula|Diroriro,7/12/13,2013
0.282226,3000000,0,Open Road,MÃ¡rcio Garcia,Action|Drama|Thriller,Society Entertainment|BB Film Productions|Marcio Garcia Producoes,4/12/13,2013
0.159291,0,0,Age of Dinosaurs,Joseph J. Lawson,Action|Science Fiction,The Global Asylum,5/11/13,2013
0.184574,3000000,0,500 MPH Storm,Daniel Lusko,Action|Science Fiction,,2/28/13,2013
0.15234,0,0,A Haunting at Silver Falls,Brett Donowho,Horror|Thriller,Enderby Entertainment|Tony-Seven Films,5/28/13,2013
0.411515,3000000,1675381,Nothing Left to Fear,Anthony Leonardi III,Horror,Anchor Bay Films|Upload Films|Movie Package Company (MPC)|Slasher Films|Prime Focus Ltd.,9/26/13,2013
0.109305,0,0,Hansel & Gretel: Warriors of Witchcraft,David DeCoteau,Thriller|Horror,Rapid Heart Pictures,1/22/13,2013
0.067433,0,0,Prada: Candy,Wes Anderson|Roman Coppola,,,3/25/13,2013
0.073357,0,0,The Cheshire Murders,Kate Davis|David Heilbroner,Documentary,HBO Documentary Films,7/22/13,2013
0.147641,0,0,Swindle,Jonathan Judge,Adventure|Comedy,Nickelodeon Productions,8/23/13,2013
0.147531,5000000,0,Absolute Deception,Brian Trenchard-Smith,Action,Limelight International Media Entertainment|Voltage Pictures|ARO Entertainment|Odyssey Media,6/10/13,2013
0.147188,0,0,Go Goa Gone,Krishna D.K.|Raj Nidimoru,Comedy|Horror,Eros International,5/10/13,2013
0.145455,7000000,0,Spiders,Tibor TakÃ¡cs,Science Fiction|Thriller,Nu Image Entertainment,2/8/13,2013
0.145114,1000000,0,Zombie Massacre,Marco Ristori,Action|Horror,,6/6/13,2013
0.144548,0,0,Au bout du conte,AgnÃ¨s Jaoui,Comedy,Memento Films Distribution,3/5/13,2013
0.144297,0,0,Madonna: MDNA World Tour,Danny Tull,Music,,6/22/13,2013
0.044625,800000,0,The Stranger Within,Adam Neutzsky-Wulff,Thriller|Mystery,Duckling A/S|Drama Deluxe,5/1/13,2013
0.223581,5112027,0,Quai d'Orsay,Bertrand Tavernier,Comedy,Site 4 View Productions,11/6/13,2013
0.060833,800000,0,The Wicked,Peter Winther,Fantasy|Horror|Thriller,A. C. I. Films,3/20/13,2013
0.14165,0,0,Cavemen,Herschel Faber,Comedy,,10/26/13,2013
0.075294,0,0,Comedy Central Roast of James Franco,Joel Gallen,Comedy,Comedy Central,9/2/13,2013
0.14069,0,0,Shadow People,Matthew Arnold,Thriller,,3/17/13,2013
0.139629,18,0,Prisoners of the Sun,Roger Christian,Mystery|Action|Adventure|Horror,ME Completion|Cinemakers,12/16/13,2013
0.139137,0,0,Hellbenders,J.T. Petty,Horror|Comedy|Thriller,Off Hollywood Pictures|Ambush Entertainment|Circle of Confusion,10/18/13,2013
0.138833,0,0,Dragonfyre,Kohl Glass,Action|Adventure|Fantasy,Arrowstorm Entertainment,9/25/13,2013
0.138566,0,0,The Bell Witch Haunting,Glenn Miller,Horror,The Asylum,11/5/13,2013
0.138365,0,0,Chariot,Brad Osborne,Thriller|Drama,Mad Dimension,7/15/13,2013
0.071589,0,0,SAGA - Curse of the Shadow,John Lyde,Action|Fantasy|Adventure,Mainstay Productions|Arrowstorm Entertainment,6/17/13,2013
0.135765,0,0,Get a Horse!,Lauren MacMullan,Animation|Family,Walt Disney Animation Studios,11/27/13,2013
0.135633,15,0,Peeples,Tina Gordon Chism,Comedy,34th Street Films|Homegrown Pictures,5/9/13,2013
0.407065,0,602042,We Steal Secrets: The Story of WikiLeaks,Alex Gibney,Documentary,Universal Pictures|Universal Pictures International (UPI)|Jigsaw|Global Produce,5/24/13,2013
0.134512,0,0,Lego Batman: The Movie - DC Super Heroes Unite,Jon Burton,Animation|Adventure|Family,DC Comics|LEGO|The Lego Group|Warner Premiere Digital|Traveller's Tales,5/20/13,2013
0.134363,0,0,Muscle Shoals,Greg 'Freddy' Camalier,Documentary|History|Music,,9/27/13,2013
0.134357,0,0,The Contractor,Sean Olson,Crime|Drama|Thriller,Hybrid,9/2/13,2013
0.134168,0,0,The Frankenstein Theory,Andrew Weiner,Horror|Science Fiction,,3/1/13,2013
0.133374,0,0,Ego,Lisa James Larsson,Drama,Filmlance International AB,1/24/13,2013
0.08732,0,0,As Cool as I Am,Max Mayer,Comedy|Drama,Identity Films|Wind Dancer Productions,6/21/13,2013
0.133006,0,0,Sunshine on Leith,Dexter Fletcher,Music|Romance|Comedy|Drama,DNA Films,10/3/13,2013
0.131562,0,0,Lucky Them,Megan Griffiths,Drama,,9/6/13,2013
0.131175,0,0,Mischief Night,Richard Schenkman,Horror|Drama|Thriller,Lions Gate,10/30/13,2013
0.129819,4500000,0,Hansel and Gretel Get Baked,Duane Journey,Horror|Comedy,Tribeca Productions,2/19/13,2013
0.123869,8000000,0,The Makeover,John Gray,Comedy,Hallmark Hall of Fame Productions,1/26/13,2013
0.123435,0,0,iSteve,Ryan Perez,Comedy,,4/14/13,2013
0.139882,0,0,David Bowie: Five Years,Francis Whately,Music|Documentary,,5/25/13,2013
0.118314,0,0,Birth of the Living Dead,Rob Kuhns,Documentary,Predestinate Productions,10/18/13,2013
0.165605,0,0,Top Gear: The Perfect Road Trip,,TV Movie|Action|Adventure|Documentary,BBC,11/17/13,2013
0.1162,11000000,0,Drift,Morgan O'Neill|Ben Nott,Drama,World Wide Productions,7/23/13,2013
0.115346,0,0,The Haunting of Helena,Christian Bisceglia|Ascanio Malgarini,Horror|Thriller,Rai Cinema|One More Pictures,1/14/13,2013
0.245457,2500000,0,At Middleton,Adam Rogers,Romance|Comedy,CineSon Entertainment|Look at the Moon Productions,5/17/13,2013
0.113051,0,0,House of Versace,Sara Sugarman,TV Movie,Lifetime Television,10/4/13,2013
0.039995,0,0,ìºì¹˜ë¯¸,HyeonJong Lee,Comedy|Romance,Lotte Entertainment,12/18/13,2013
0.111493,0,0,Nailbiter,Patrick Rea,Horror,SenoReality Pictures|Ministry Machine Productions,5/28/13,2013
0.110783,7720000,0,Legenda No. 17,Nikolay Lebedev,Drama,Three T Productions|Studio Trite|VGTRK|Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK),4/17/13,2013
0.110315,0,0,The Punk Singer,Sini Anderson,Documentary,,11/29/13,2013
0.109747,0,0,Molly Maxwell,Sara St. Onge,Drama,Canadian Film Centre (CFC),1/6/13,2013
0.109185,0,0,Home Sweet Home,David Morley,Horror|Thriller,Mad Dimension|CountessFilms|Gearshift Films,5/13/13,2013
0.106489,0,0,C.O.G.,Kyle Patrick Alvarez,Comedy|Drama,,9/20/13,2013
0.043907,0,0,Aningaaq,JonÃ¡s CuarÃ³n,Drama,,10/19/13,2013
0.105401,0,0,Justin Bieber's Believe,Jon M. Chu,Documentary|Music,Open Road Films,12/19/13,2013
0.05438,4000000,0,"Guten Tag, RamÃ³n",Jorge RamÃ­rez SuÃ¡rez,Drama,Eficine 226|Beanca Films|Fondo de InversiÃ³n y EstÃ­mulos al Cine (FIDECINE)|MPN Cologne Film 3,10/18/13,2013
0.099544,0,0,Snow Bride,Bert Kish,Family|TV Movie,Johnson Production Group|The Hallmark Channel,11/9/13,2013
0.154121,0,0,I'll Follow You Down,Richie Mehta,Science Fiction|Drama|Mystery,Telefilm Canada|Ontario Media Development Corporation (OMDC)|Harold Greenberg Fund|Resolute Films and Entertainment,7/28/13,2013
0.098585,0,0,Scooby-Doo! Stage Fright,Victor Cook,Family|Adventure|Animation,,8/20/13,2013
0.097506,3600000,0,Paranormal Whacktivity,Roger Roth,Comedy|Horror,,7/24/13,2013
0.096909,0,0,Salinger,Shane Salerno,Documentary,,9/6/13,2013
0.096455,0,0,Amiche da morire,Giorgia Farina,Romance|Crime|Comedy,,3/7/13,2013
0.039953,0,0,Lights Out,David F. Sandberg,Horror,,12/1/13,2013
0.213552,0,0,Girl Rising,Richard Robbins,Documentary,The Documentary Group|CNN Films|Vulcan Productions|Intel Corporation,3/7/13,2013
0.092901,0,0,Tim's Vermeer,Teller,Documentary,High Delft Pictures,12/6/13,2013
0.390247,0,0,Mystery Road,Ivan Sen,Thriller|Crime|Mystery,Screen Australia|Mystery Road Films,6/5/13,2013
0.091023,0,0,Deep Dark Canyon,Abe Levy|Silver Tree,Action|Drama|Thriller,Colorfast Pictures|Secret Identity Productions,4/23/13,2013
0.090458,0,342000,Gori Tere Pyaar Mein,Punit Malhotra,Comedy|Romance,,11/22/13,2013
0.086723,1000000,0,Antarctica: A Year on Ice,Anthony Powell,Drama|Adventure|Documentary,Antzworks,9/5/13,2013
0.085503,1000000,0,The Appearing,Daric Gates,Horror|Mystery|Thriller,KK Ranch Productions|Sean Robert Entertainment,1/10/13,2013
0.08482,0,0,The Jeffrey Dahmer Files,Chris James Thompson,Documentary,Good / Credit Productions,2/15/13,2013
0.083891,0,0,Coffee Town,Brad Copeland,Comedy,,7/9/13,2013
0.068614,0,0,Viaggio Sola,Maria Sole Tognazzi,Drama,Ministero per i Beni e le AttivitÃ  Culturali|Augustus Color|Bianca Film,4/24/13,2013
0.060425,0,0,Les grandes ondes (Ã  l'ouest),Lionel Baier,Comedy,Rita Productions|Les Films PellÃ©as|Filmes do Tejo|Bande a Part Films,8/11/13,2013
0.06263,0,0,Bo Burnham: what.,Christopher Storer|Bo Burnham,Comedy,,12/18/13,2013
0.07905,0,0,Cutie and the Boxer,Zachary Heinzerling,Documentary,,8/16/13,2013
0.145356,232000,0,Neverlake,Riccardo Paoletti,Horror|Drama|Mystery,One More Pictures,12/13/13,2013
0.141918,0,0,Crystal Lake Memories: The Complete History of Friday the 13th,Daniel Farrands,Documentary,Hutson Ranch Media,9/13/13,2013
0.076717,0,0,Interior. Leather Bar.,James Franco|Travis Mathews,Drama,RabbitBandini Productions,1/18/13,2013
0.075867,1200000,2861020,Home Run,David Boyd,Drama,Samuel Goldwyn|Provident Films,4/19/13,2013
0.075197,0,97,Jimi: All Is by My Side,John Ridley,Drama|Music,Darko Entertainment|Freeman Film|Subotica Entertainment,9/8/13,2013
0.074251,0,0,Not Another Happy Ending,John McKay,Romance|Comedy|Drama,Synchronicity Films|British Film Company,10/11/13,2013
0.072669,0,0,Djinn,Tobe Hooper,Horror,Imagenation Abu Dhabi FZ|FilmWorks,10/31/13,2013
0.350292,0,0,Bridegroom,Linda Bloodworth-Thomason,Documentary,,4/23/13,2013
0.070124,0,0,La gran familia espaÃ±ola,Daniel SÃ¡nchez ArÃ©valo,Comedy,,9/13/13,2013
0.194285,0,0,History of the Eagles,Alison Ellwood,Documentary|Music,Jigsaw Productions,1/19/13,2013
0.069606,0,0,Willow Creek,Bobcat Goldthwait,Adventure|Horror|Thriller|Mystery,Jerkschool Productions,5/2/13,2013
0.065723,0,0,The Unbelievers,Gus Holwerda,Documentary,Black Chalk Productions,12/13/13,2013
0.096356,0,0,R'ha,Kaleb Lechowski,Science Fiction,,1/10/13,2013
0.111367,0,0,Death Comes to Pemberley,Daniel Percival,Romance|Drama|Mystery,Screen Yorkshire|Origin Pictures|BBC Drama Productions|Far Moor,12/2/13,2013
0.064635,0,0,See Girl Run,Nate Meyer,Romance,,4/26/13,2013
0.064476,0,0,Les rencontres d'aprÃ¨s minuit,Yann Gonzalez,Romance|Drama|Comedy,Angoa-Agicoa|Procirep|Centre National de la CinÃ©matographie (CNC)|RÃ©gion des Pays-de-la-Loire|Sedna Films,5/13/13,2013
0.064187,0,0,My Amityville Horror,Eric Walter,Documentary|Horror,Lost Witness Pictures|Film Regions International,3/14/13,2013
0.080336,0,0,Narco Cultura,Shaul Schwarz,Documentary,Parts and Labor|K5 International|Cinedigm|Ocean Size Pictures,11/22/13,2013
0.31727,0,0,Grace Unplugged,Brad J. Silverman,Drama|Music,Coram Deo Studios|Birchwood Pictures,10/4/13,2013
0.1635,0,0,uwantme2killhim?,Andrew Douglas,Drama|Thriller,"Weinstein Company, The|Bad Hat Harry Productions|Anonymous Content|Tribeca Film|Jumping Jack Films",6/24/13,2013
0.052986,0,0,L'arbitro,Paolo Zucca,Comedy,Rai Cinema|BD Cine|classic,9/12/13,2013
0.050881,0,0,Paradise,Diablo Cody,Comedy|Drama,,10/18/13,2013
0.028875,0,0,Toy Story of Terror!,Angus MacLane,Animation|Comedy|Family,Pixar Animation Studios,10/15/13,2013
0.097682,0,0,Is the Man Who Is Tall Happy?,Michel Gondry,Documentary|Animation,,11/22/13,2013
0.049367,0,0,Porno,Adolfo Alix Jr.,Drama,,7/27/13,2013
0.049206,3000000,0,Ass Backwards,Chris Nelson,Adventure|Comedy,Worldview Entertainment,1/21/13,2013
0.048587,0,0,Russell Brand: Messiah Complex,,Comedy,,11/25/13,2013
0.042197,0,0,Five Dances,Alan Brown,Drama|Romance,Perry Street Pictures,6/19/13,2013
0.042047,0,0,Unhung Hero,Brian Spitz,Documentary|Comedy,greenskyFILMS,3/8/13,2013
0.041807,0,0,Pussy Riot: A Punk Prayer,Mike Lerner|Maxim Pozdorovkin,Music|Documentary,,6/10/13,2013
0.041774,0,0,Computer Chess,Andrew Bujalski,Comedy,Computer Chess,7/17/13,2013
0.073295,0,0,×›×™×“×•×Ÿ,Emmanuel Naccache,Comedy,United King Films|Orange CinÃ©ma SÃ©ries|Sofica A Plus Images 3|Rabinovich Film Fund Cinema Project|CinÃ©mage,5/14/13,2013
0.041543,0,0,Mr. Jones,Karl Mueller,Horror|Thriller|Drama,,5/2/13,2013
0.011798,0,0,The Vatican Exorcisms,Joe Marino,Horror|Documentary|Mystery,,5/29/13,2013
0.040858,58000000,44000000,The Internship,Shawn Levy,Comedy,Twentieth Century Fox Film Corporation|Regency Enterprises|21 Laps Entertainment|Wild West Picture Show Productions|TSG Entertainment,6/7/13,2013
0.040535,0,0,Life of a King,Jake Goldberger,Drama,,6/22/13,2013
0.03908,0,0,Bombay Talkies,Anurag Kashyap|Dibakar Banerjee|Zoya Akhtar|Karan Johar,,Viacom 18 Motion Pictures,5/3/13,2013
0.035299,0,0,Run,Simone Bartesaghi,Action|Drama,Spinning Owls Productions|224 Entertainment,10/10/13,2013
0.036702,0,0,The Story of Luke,Alonso Mayo,Drama,,4/5/13,2013
0.162202,0,0,Gus,Jessie McCormack,Comedy|Drama,FilmColony|Unique New York Productions,12/6/13,2013
0.029727,750,0,95ers: Time Runners,Thomas Gomez Durham,Thriller|Science Fiction,Koan Films|Space Ace Media,2/14/13,2013
0.003066,0,0,Zero Charisma,Katie Graham|Andrew Matthews,Comedy,,10/11/13,2013
0.02402,0,0,Boss,Anthony D'Souza,Action|Comedy|Drama,,10/16/13,2013
0.023757,0,0,Jimi Hendrix: Hear My Train A Comin',Bob Smeaton,Documentary|History|Music,,11/5/13,2013
0.112041,0,0,Aziz Ansari: Buried Alive,Will Lovelace|Dylan Southern,Comedy,,11/1/13,2013
0.02115,0,0,KÃ¤nn ingen sorg,MÃ¥ns MÃ¥rlind|BjÃ¶rn Stein,Drama|Music|Romance,,7/19/13,2013
0.146962,0,0,The Dirties,Matt Johnson,Drama,XYZ Films,10/4/13,2013
0.01993,0,0,Sacro GRA,Gianfranco Rosi,Documentary,Rai Cinema|La Femme Endormie,9/19/13,2013
0.019755,0,0,Somm,Jason Wise,Documentary,,6/21/13,2013
0.08041,0,37884,Yip Man: The Final Fight,Herman Yau,Action|Drama,Emperor Motion Pictures,3/22/13,2013
0.016326,1400000,0,100% Cachemire,ValÃ©rie Lemercier,Comedy,Rectangle Productions.|Scope Pictures,12/11/13,2013
0.015951,650,0,Escape from Tomorrow,Randy Moore,Horror|Fantasy,Mankurt Media,10/11/13,2013
0.015722,0,729043,The Stone Roses: Made of Stone,Shane Meadows,Documentary,,5/28/13,2013
0.007821,0,0,TINY: A Story About Living Small,Merete Mueller|Christopher Smith,Documentary,Speak Thunder Films,3/9/13,2013
0.015247,4500000,0,The Starving Games,Jason Friedberg|Aaron Seltzer,Comedy,Louisiana Production Consultants,11/7/13,2013
